label,nodeid,r,x,y
"hell_fir, day, poverti, interpret, apostl, did, caravan, hour, adi_bin_hatim, noth, regard, hellfir, robberi, time, didnt, chariti, medina, half, guard, wander, preval, anybodi, curtain, object, mecca, person, judgment, front, allah, doubt, date_fruit",1332,362,15,362
"prophet, time, peopl, thi, anybodi, zakat, men, person, number, gold, man, musa, scarciti, women, abu",1333,731,18,730
"inspir, food, peopl, divin, sa, believ, grain, amount, allah, masud, vers, porter, man, chariti, need, measur, abund, object, abu",1334,534,17,534
"day, poverti, apostl, thousand, grain, al_ansar, masud, porter, work, chariti, abu, measur, allah, market, mudd",1335,737,17,737
"prophet, hell_fir, adi_bin_hatim, date_fruit, chariti",1336,928,14,928
"prophet, shield, hell_fir, aisha, daughter, date, no, alm, benevol, anyth, noth, vol, trial, hadith, stori, ladi",1337,421,14,421
"prophet, poverti, apostl, huraira, reward, do, practic, wish, time, man, death, chariti, allah, abu",1338,1235,19,1235
"prophet, jahsh, aisha, die, umar, symbol, wive, practic, hand, caliph, stick, chariti, sauda, zainab, bint, muawiya",1339,436,19,436
"allah, someth, apostl, huraira, alm, prais, chariti, peopl, abu, thief, hear, person, man, morn, night, adulteress, object",1340,869,21,869
"prophet, day, father, apostl, pledg, grandfath, mosqu, man_bin_yazid, gold, man, allegi, al, lah, chariti, complaint, case, allah, yazid, coin",1341,792,18,791
"prophet, day, peopl, huraira, childhood, shade, heart, ruler, worship, mosqu, person, man, abu, allah",1342,1163,20,1162
"prophet, today, time, peopl, yesterday, caus, al_khuzai, place, haritha_bin_wahab, person, chariti, need, allah, object",1343,854,18,854
"hous, earn, aisha, apostl, reward, foodstuff, husband, storekeep, woman, chariti, allah, other",1344,803,16,803
"prophet, person, huraira, chariti, depend, abu",1345,1392,19,1392
"prophet, expens, hand, allah, help, money, chariti, other, depend, person, object",1346,932,18,931
"help, hand, apostl, chariti, giver, narrated_ibn_umar, beggar, allah, other, pulpit",1347,880,17,880
"prophet, home, matter, prayer, piec, hous, uqba_bin_al_harith, asr, gold, chariti, night, somebodi",1348,593,15,592
"prophet, day, bangl, narrated_ibn_abba, prayer, ear_r, id, rakat, chariti, fore_arm, bilal, women",1349,627,15,627
"prophet, someth, apostl, companion, reward, father, musa, tongu, burda_bin_abu, allah, beggar, help, abu",1350,1192,20,1192
"prophet, do, bless, allah, money, asma",1351,1505,22,1505
"prophet, abda, allah, bless, do, money",1352,1497,21,1497
"prophet, bless, allah, caus, bag, do, bakr, bint, money, asma, abu",1353,1081,27,1081
"prophet, wife, apostl, hudhaifa, masruq, doubt, sea, wave, chariti, abu, chief, afflict, umar, sub_narr, sulaiman, prayer, deed, allah, evil, wail, believ, neighbor, statement, door, man, children",1354,705,22,705
"muslim, prophet, apostl, deed, shall, hakim_bin_hizam, relat, reward, kith, chariti, allah, islam",1355,1103,19,1103
"likewis, husband, aisha, woman, apostl, store_keep, reward, chariti, meal, allah, properti",1356,849,18,849
"prophet, heart, person, order, musa, pay, store_keep, master, abu",1357,856,16,856
"prophet, narrat, aisha, reward, hous, meal, husband, properti, woman, chariti, ladi",1358,630,17,629
"prophet, hous, earn, aisha, reward, meal, caus, husband, properti, woman, ward, re, chariti, storekeep, allah, likewis",1359,692,16,692
"prophet, day, huraira, compens, your, caus, angel, miser, person, heaven, destroy, allah, abu",1360,1062,24,1062
"prophet, breast, iron, apostl, huraira, miser, cloak, exampl, chariti, bodi, abu, bone, track, extent, alms_giv, fingertip, person, footprint, allah",1361,853,17,853
"prophet, muslim, benefit, hand, peopl, deed, grandfath, noth, burda, help, needi, chariti, someon, allah, father, abu",1362,896,19,896
"nusaiba, prophet, noth, aisha, sheep, chariti, um, atiyya, al_ansariya, someth, place",1363,602,17,602
"apostl, riyal, awaq, english, awsuq, al_khudri, sa, gold, silver, abu, fransa, dirham, food_grain, yamen, camel, said, guinea, wasq, zakat, measur, allah",1364,507,18,506
"prophet, above__no, abi, said, al_khudri",1365,969,17,968
"ana, year, makhad, apostl, she_camel, allah, bakr, year_old, one, sheep, labun, zakat, dirham, bint, collector, abu",1366,707,25,707
"prophet, neck, apostl, ear, mean, toward, aiyub, place, sermon, chariti, bilal, women, narrated_ibn_abba, sub_narr, prayer, ear_r, id, distanc, garment, ornament, wit, allah, necklac",1367,651,16,651
"ana, properti, compulsori, apostl, zakat, payment, bakr, peopl, allah, fear, abu",1368,1117,27,1116
"ana, properti, compulsori, apostl, zakat, partner, bakr, allah, abu",1369,1203,27,1202
"prophet, may, bedouin, matter, apostl, wast, deed, camel, sea, said, al_khudri, no, work, vol, zakat, hadith, emigr, allah, abu",1370,839,21,838
"ana, saudi, apostl, riyal, herd, three_year_old, zakat, labun, equal, bint, abu, durham, dirham, she_camel, bakr, makhad, camel, hiqqa, sheep, collector, jahda, allah, jadha",1371,487,27,486
"muslim, name, obligatori, chariti, bint, bahrein, compulsori, script, bakr, makhad, hiqqa, number, collector, owner, ana, apostl, labun, abu, forti, camel, sheep, order, zakat, __, one_hundred_and_twenti, benefic, allah, merci",1372,445,26,444
"ana, anim, apostl, zakat, male_goat, bakr, collector, allah, wish, abu",1373,1069,24,1069
"umar, apostl, huraira, life_tim, bakr, who, she_kid, zakat, decis, allah, abu",1374,1056,26,1055
"narrated_ibn_abba, apostl, divin, muadh, you, sent, zakat, prayer, first, allah, book, peopl",1375,893,22,893
"apostl, date, zakat, awaq, silver, abu, allah, awsuq, said, al_khudri",1376,1039,22,1039
"prophet, day, dhar, resurrect, horn, abu, hand, circl, cow, camel, hoov, anim, whose, life, right, none, zakat, whom, sheep, allah",1377,693,20,693
"prophet, ana, apostl, ansar, vers, water, ishaq_bin_abdullah_bin_, chariti, medina, talha, abu, front, tree, which, amongst, mosqu, properti, bairuha, anas_bin_malik, superior, allah, garden, date_palm",1378,755,21,754
"hell_fir, dweller, wife, peopl, alm, al_khudri, religion, zainab, women, reason, said, defici, id, of_ibn_masud, adha, fitr, hous, apostl, musalla, wise, major, intellig, abu, sermon, prayer, astray, anyon, husband, man, allah, prophet",1379,633,18,633
"muslim, hors, apostl, zakat, belong, huraira, allah, abu",1380,1415,23,1415
"prophet, slave, hors, zakat, belong, huraira, muslim, abu",1381,1066,19,1066
"prophet, while, said, beauti, pulpit, somebodi, thing, world, forth, bring, apostl, pleasur, splendor, khadira, sake, al_khudri, abu, sweat, wealth, question, person, allah, evil",1382,698,18,698
"abdullah, prophet, wife, apostl, will, alm, protect, ansari, zainab, amr_bin_al_harith, bilal, orphan, part, mosqu, women, zakat, ornament, allah, problem",1383,720,20,719
"susten, prophet, apostl, daughter, mother, reward, son, shall, salama, fact, um, zainab, allah, abu",1384,1095,22,1094
"prophet, abbas_bin_abdul, apostl, huraira, allah, zakat, khalid, armor, person, man, caus, muttalib, made_ibn_jaml, refus, khalid_bin_al_walid, jihad, abu",1385,997,20,997
"someth, apostl, allah, said, anyth, person, ansari, al_khudri, other, abu",1386,1133,22,1133
"hand, back, apostl, huraira, mean, wood, him, anyon, forest, whose, person, life, someth, live, allah, rope, abu",1387,759,18,758
"prophet, peopl, wood, az_zubair_bin_alawwam, back, bundl, face, hellfir, forest, anyon, allah, rope",1388,889,16,889
"prophet, muslim, greedi, someth, apostl, urwa_bin_az_zubair, till, hakim, person, booti, umar, caliph, war, anyth, truth, fruit, abu, hand, anybodi, hakim_bin_hizam, world, again, properti, him, share, allah, bakr, said_bin_al_musaiyab",1389,648,25,647
"prophet, umar, someth, apostl, properti, allah",1390,2128,31,2127
"prophet, day, state, someth, peopl, ear, till, intercess, sun, resurrect, privileg, maqam, middl, adam, face, other, help, paradis, mose, ring, sub_narr, mahmud, piec, sweat, extent, man, door, muhammad, allah, flesh",1391,488,23,487
"prophet, one, noth, person, huraira, meal, morsel, other, abu",1392,978,17,978
"prophet, talk, someth, muawiya, no, write, matter, need, al_mughira, other, al_mughira_bin_shuba, hadith, extravag, thing, vain, wealth, clerk, ash_shabi, allah, question",1393,517,16,517
"prophet, muslim, someth, apostl, while, sad, abi, group, peopl, lot, believ, waqqa, resourc, person, man, bin, zakat, allah, question",1394,855,24,855
"condit, someth, apostl, date, huraira, meal, money, one, person, chariti, need, abu, allah, other, peopl",1395,934,18,933
"prophet, someth, huraira, mountain, doubt, wood, eat, other, alm, person, morn, abu, rope, incom",1396,657,15,657
"prophet, companion, mountain, awsuq, sa, woman, fruit, as_saidi, king, amount, jizya, kg, part, taiy, wind, garden, humaid, apostl, aila, wasaq, medina, tabuk, abu, allah, sa=, camel, wadi_al_qura, battl, compani, ladi",1397,549,21,549
"prophet, one_tenth, compulsori, one_twentieth, well, land, salim_bin_abdullah, water, half, zakat, channel, rain, father, ushr",1398,396,16,396
"prophet, riyal, date, zakat, awaq, silver, abu, camel, awsuq, said, al_khudri",1399,688,19,687
"front, prophet, mouth, apostl, date, huraira, al_hasan, person, al_husain, muhammad, chariti, dont, allah, heap, abu",1400,1112,21,1112
"prophet, ripe, danger, date, till, blight, sale, narrated_ibn_umar",1401,658,11,658
"prophet, sale, jabir_bin_abdullah, fruit, blight",1402,941,13,941
"prophet, sell, apostl, anas_bin_malik, allah, fruit",1403,2057,22,2057
"prophet, someth, thing, caus, hors, umar_bin_al_khattab, abdullah_bin_umar, chariti, _ibn_umar, case, allah, market, permiss, reason",1404,741,18,741
"prophet, umar, seller, dirham, alm, buy, caus, person, one, price, hors, chariti, vomit, allah, care",1405,694,17,693
"prophet, dont, thing, date, huraira, chariti, abu, mouth, al_hasan_bin_ali",1406,950,17,950
"prophet, dont, wife, narrated_ibn_abba, sheep, maimuna, chariti, hide, slavegirl, benefit",1407,569,14,569
"prophet, barira, aisha, slave_girl, buy, wala, al_aswad, order, chariti, al_wala, condit, master, meat",1408,466,18,465
"prophet, nusaiba, aisha, someth, piec, mutton, noth, um, buraira, chariti, atiyya, al_ansariya",1409,522,17,522
"ana, prophet, aisha, barira, thing, chariti, gift, slavegirl, meat",1410,710,16,710
"slave, apostl, muhammad, muadh, scriptur, right, none, zakat, of_ibn_abba, abu, allah, mabad, peopl",1411,946,21,946
"prophet, debt, time, voyag, huraira, payment, israel, diner, vol, someon, narrat, abu, fire_wood, no, hadith, thousand, piec, wood, sea, bani, man, debtor, boat, loan, famili, creditor, dinar",1412,392,22,391
"abdullah_bin_abu, prophet, aufa, alm, bless, abu, allah, person",1413,1450,21,1450
"khumu, well, apostl, huraira, ing, rikaz, anim, mine, compens, fall, allah, abu",1414,914,17,914
"prophet, humaid, apostl, al_saidi, al_asd, sulaim, bani, man, tribe, zakat, account, called_ibn_al_lutbiya, allah, abu",1415,1116,22,1116
"ana, no, apostl, herd, camel, feet, stone, urin, pursuit, harra, medina, climat, peopl, place, hand, hadith, piec, iron, men, eye, milk, uraina, shepherd, zakat, allah, medicin, tribe",1416,461,17,461
"abdullah_bin_abu, muslim, hand, apostl, date, tahnik, piec, mouth, camel, part, child, anas_bin_malik, zakat, custom, instrument, juic, allah, talha, prophet",1417,755,19,755
"barley, muslim, apostl, date, payment, zakat_ul_fitr, narrated_ibn_umar, id, sa, femal, prayer, kilogram, allah, male, peopl",1418,736,17,736
"muslim, slave, femal, barley, apostl, date, sa, narrated_ibn_umar, zakat_ul_fitr, allah, male",1419,793,16,793
"barley, sa, sadaqatul_fitr, head, said, abu",1420,471,16,471
"zakat_ul_fitr, said, al_khudri, raisin, sa, abu",1421,443,16,443
"prophet, muslim, barley, peopl, date, sa, zakat_ul_fitr, wheat, mudd",1422,731,16,731
"prophet, barley, food, muawiya, date, grape, life_tim, said, al_khudri, raisin, sa, caliph, mudd, sadaqat_ul_fitr, wheat, abund, abu",1423,448,14,447
"prophet, id, peopl, prayer, zakat_ul_fitr, narrated_ibn_umar",1424,1214,18,1214
"barley, grape, chees, food, apostl, date, thing, said, al_khudri, raisin, sa, cottag, life_tim, sadaqat_ulfit, allah, abu",1425,678,15,678
"prophet, peopl, payment, incumb, sa, femal, scarciti, sadaqatul_fitr, _ibn_umar, medina, collect, male, barley, date, nafi, sadaqa_ramadan, id, person, man, and_ibn_umar, sadaqat_ul_fitr, sadaqat_ulfitr, children, behalf, wheat",1426,338,15,338
"barley, slave, apostl, date, payment, men, narrated_ibn_umar, sa, sadaqatul_fitr, obligatori, allah, peopl",1427,836,18,836
"abdullah_bin_abba, prophet, hajj, apostl, firm, side, hajj_al_wida, khatham, brother, mount, face, devote, woman, tribe, al_fadl, oblig, allah, father, behalf",1428,711,17,710
"hulaifa, mount, apostl, lab, dhul, narrated_ibn_umar, allah, baik",1429,978,17,978
"labbaik, dhul_hulaifa, mount, jabir_bin_abdullah, allah, apostl",1430,1293,24,1293
"ana, pack_saddl, mount, apostl, miser, baggag, allah, thumama_bin_abdullah_bin_ana, hajj",1431,906,18,906
"tanim, aisha, apostl, abdur_rahman, allah, sister, al_qasim_bin_muhammad, umra",1432,1073,26,1073
"prophet, apostl, caus, huraira, deed, good, allah, hajj_mabrur, jihad, abu",1433,1559,21,1559
"prophet, aisha, mother, deed, mabrur, faith, jihad, hajj, believ, allah, women, apostl",1434,1154,23,1154
"prophet, relat, wife, sin, huraira, abu, allah, pleasur, hajj",1435,1409,22,1408
"hous, cotton, peopl, mawaqit, cloth, sham, najd, miqat, medina, apostl, dhul_hulaifa, suradik, umra, tent, zaid_bin_jubair, qarn, al_juhfa, part, abdullah_bin_umar, singular, allah, ihram",1436,483,17,482
"narrated_ibn_abba, fear, peopl, journey, arriv, allah, medina, yemen, provis, hajj",1437,689,20,689
"al_juhfa, apostl, mawaqit, sham, hajj, place, najd, medina, peopl, mecca, narrated_ibn_abba, umra, yalamlam, miqat, boundari, dhul_huiaifa, lhram, qarn_al_manazil, intent, allah, ihram, yemen",1438,501,19,501
"dhul_hulaifa, al_juhfa, qarn, peopl, nafi, abdullah, medina, sham, allah, lhram, yalamlam, abdullah_bin_umar, yemen, najd, ihram, apostl",1439,640,19,639
"al_juhfa, apostl, mawaqit, sham, live, hajj, place, najd, medina, ul_manazil, peopl, hulaifa, narrated_ibn_abba, umra, yalamlam, dhul, qarn, mlqat, mecca, intent, allah, ihram, yemen",1440,480,19,479
"prophet, mawaqit, father",1441,1592,19,1592
"dhul_hulaifa, al_juhfa, qarn, said_ibn_umar, apostl, mahita, yalamlam, medina, sham, salim_bin_abdullah, prophet, najd, miqat, yemen, allah, father, peopl",1442,839,17,839
"prophet, dhul_hulaifa, umra, narrated_ibn_abba, peopl, dwell, yalamlam, miqat, sham, al_juhfa, live, hajj, place, najd, lhram, mecca, mawaqlt, intent, medina, qarn, yemen",1443,378,16,378
"prophet, dhul_hulaifa, umra, narrated_ibn_abba, peopl, mawaqit, yalamlam, medina, sham, al_juhfa, live, hajj, place, qarn_ul_manazil, lhram, mecca, miqat, intent, najd, ihram, yemen",1444,382,18,381
"chief, prophet, umar, peopl, believ, town, qarn, narrated_ibn_umar, faith, dhatu_irq, place, najd, basra, kufa, miqat, way",1445,473,21,472
"dhul_hulaifa, sit, apostl, abdullah_bin_umar, nafi, al_batha, prayer, allah",1446,1112,20,1112
"return, dhul_hulaifa, ashshajara, night, apostl, prayer, ash_shajara, doubt, narrated_ibn_umar, valley, muarra, hajj, mecca, morn, middl, mosqu, allah, way",1447,587,19,586
"umar, lord, apostl, valley, messeng, al_aqiq, night, allah, umra, ihram, hajj",1448,820,31,819
"prophet, dhul_hulaifa, resid, muarra, valley, abdullah, bottom, camel, dream, salim_bin_abdullah, place, allah, father, middl, road, mosqu, musa_bin_uqba, salim, apostl",1449,727,19,727
"prophet, aisha, ibrahim, said_bin_jubair, oil, hair, glitter, scent, part, aswad, muhrim, statement, _ibn_umar",1450,467,13,466
"prophet, tawaf, wife, aisha, tawaf_al_ifada, apostl, kaba, ihram, allah",1451,1502,27,1501
"ihram, allah, apostl, father, hair",1452,1616,26,1616
"dhul_hulaifa, apostl, allah, mosqu, ihram, father, salim_bin_abdullah",1453,1180,23,1180
"saffron, kind, headcloak, war, apostl, muhrim, slipper, cloth, perfum, trouser, ankl, sock, shirt, man, abdullah_bin_umar, leather, wear, allah, turban",1454,483,12,483
"prophet, alfadl, rode, apostl, allah, usama, _ibn_abba, arafat, rami, mina, till, talbiya, jamrat_al_aqaba, al_muzdalifa, ubaidullah_bin_abdullah",1455,836,18,835
"prophet, kind, badana, cover, while, companion, marwa, till, hajj, place, taqlid, ihram, dhul_hulaifa, budn, kaba, garland, ceremoni, mar, dhul_qada, mecca, arafat, dhul_hijja, al_hujun, neck, safa, morn, abdullah_bin_abba, saffron, baida, one, mount, sacrific, medina, bodi, scent, round, skin, hair, camel, anyon, sheet, lhram, talbiya, tawaf",1456,196,17,196
"prophet, dhuli, mount, morn, anas_bin_malik, rakat, lulaifa, dhul_hulaifa, night, medina, talbiya",1457,545,15,545
"prophet, dhul_hulaifa, prayer, asr, morn, anas_bin_malik, rakat, zuhr, night, medina, qilaba, abu",1458,787,18,787
"ana, prophet, extent, prayer, rakat, companion, zuhr, dhul_hulaifa, asr, medina, talbiya",1459,642,16,642
"labbaik, walmu, wan_nimata, laka, apostl, partner, allahumma, lk, call, order, abdullah_bin_umar, la, talbiya, allah, inna_l_hamda, labbaika",1460,513,17,513
"prophet, labbaik, wan_nimata, aisha, labbaika, walmu, allahumma, lk, laka, la, talbiya, inna_l_hamda",1461,454,16,454
"prophet, apostl, allahu_akbar, lhram, hajj, subhanallah, takbir, tarwiya, sacrific, rakat, zuhr, dawn, medina, peopl, dhul_hulaifa, mecca, night, umra, prayer, al_baida, compani, anim, hadi, asr, alhamdulillah, anas_bin_malik, talbiya, intent, allah, ihram",1462,574,19,574
