cluster,global_distance,global_nimber_of_blocks,global_tfidf,local_distance,radious,word
1,4222,22,0.0209410422,54,4222.34531984299,vessel
1,4207,37,0.0346431156,27,4207.086640419948,fact
1,4240,4,0.0039362872,0,4240.0,hatib_bin_abi
1,4235,9,0.0080044160,44,4235.228565260675,qunut
1,4243,1,0.0011092481,0,4243.0,salman_bin_amir
1,4223,21,0.0195416700,28,4223.092823985758,midday
1,4243,1,0.0011092481,0,4243.0,llya
1,4224,20,0.0496453856,0,4224.0,rock
1,4243,1,0.0011092481,0,4243.0,glit
1,4243,1,0.0011092481,0,4243.0,hand_mil
1,4243,1,0.0011092481,0,4243.0,mask
1,4243,1,0.0011092481,0,4243.0,ar_rumaisa
1,4242,2,0.0021077134,50,4242.294662090318,utba_bin_abu
1,4242,2,0.0021077134,0,4242.0,submiss
1,4243,1,0.0011092481,0,4243.0,day_ibn_abba
1,4226,18,0.0144305028,22,4226.057264164791,jahl
1,4225,19,0.0222512449,15,4225.026627135029,mud
1,4242,2,0.0021077134,0,4242.0,waqid
1,4241,3,0.0030436677,0,4241.0,at_tauba
1,4240,4,0.0039362872,25,4240.073702189621,moth
1,4238,6,0.0056286338,0,4238.0,mirad
1,4241,3,0.0030436677,0,4241.0,generos
1,4243,1,0.0011092481,0,4243.0,vorc
1,4237,7,0.0064390455,14,4237.02312950968,pharaoh
1,4243,1,0.0011092481,0,4243.0,dhatun_nitaqain
1,4157,87,0.0823272432,27,4157.087682500815,call
1,4240,4,0.0039362872,0,4240.0,particl
1,4243,1,0.0011092481,0,4243.0,auf
1,4243,1,0.0011092481,0,4243.0,umaiya_bin_abi
1,4243,1,0.0011092481,0,4243.0,buttermilk
1,4219,25,0.0311126534,36,4219.153588102713,sell
1,4241,3,0.0030436677,0,4241.0,sulaiman_bin_yasar
1,4240,4,0.0039362872,0,4240.0,rival
1,4243,1,0.0011092481,0,4243.0,anta_l_haq
1,4241,3,0.0040582235,66,4241.513527032538,drinker
1,4234,10,0.0087635904,0,4234.0,lazi
1,4243,1,0.0011092481,0,4243.0,kha
1,4242,2,0.0021077134,0,4242.0,al_wahd_bin_utba
1,4243,1,0.0011092481,0,4243.0,tector
1,4242,2,0.0021077134,0,4242.0,bite
1,4243,1,0.0011092481,0,4243.0,ger
1,4242,2,0.0021077134,0,4242.0,cavalrymen
1,4243,1,0.0011092481,0,4243.0,najram
1,4243,1,0.0011092481,0,4243.0,suradik
1,4243,1,0.0011092481,0,4243.0,hadramout
1,4242,2,0.0021077134,50,4242.294662090318,al_haram
1,4239,5,0.0067141513,80,4239.754827817288,trotter
1,4243,1,0.0011092481,0,4243.0,baini
1,4243,1,0.0011092481,0,4243.0,regu
1,4228,16,0.0253235701,31,4228.113645587119,meet
1,4230,14,0.0116758341,7,4230.00579195821,habiba
1,4228,16,0.0130702297,43,4228.2186556515735,buraira
1,4241,3,0.0030436677,33,4241.128387587435,first
1,4238,6,0.0056286338,16,4238.030202818286,evid
1,4241,3,0.0030436677,33,4241.128387587435,humaid_bin_abdur
1,4237,7,0.0064390455,28,4237.09251728116,non_believ
1,4242,2,0.0021077134,50,4242.294662090318,hamza_bin_amr
1,4239,5,0.0047958224,60,4239.424607184329,epidem
1,4243,1,0.0011092481,0,4243.0,then_ibn_alharith
1,4242,2,0.0031615701,50,4242.294662090318,sometim
1,4243,1,0.0011092481,0,4243.0,qaduim
1,4098,146,0.0762393420,28,4098.095655301374,hell
1,4242,2,0.0021077134,0,4242.0,tahun
1,4243,1,0.0011092481,0,4243.0,solomon_bin_david
1,4236,8,0.0108452768,37,4236.161588041703,debtor
1,4239,5,0.0047958224,0,4239.0,hima
1,4243,1,0.0011092481,0,4243.0,inspit
1,4209,35,0.0457208699,42,4209.209545746089,pictur
1,4243,1,0.0022184962,0,4243.0,twenty_first
1,4243,1,0.0011092481,0,4243.0,his_fac
1,4242,2,0.0021077134,50,4242.294662090318,amr_bin_umaiyya
1,4241,3,0.0030436677,33,4241.128387587435,ion
1,4242,2,0.0031615701,0,4242.0,confeder
1,4242,2,0.0021077134,0,4242.0,asked_ibn_abba
1,4225,19,0.0174831210,36,4225.153369997354,job
1,4239,5,0.0047958224,0,4239.0,one_fifth
1,4239,5,0.0047958224,20,4239.047180676337,haritha_bin_wahb
1,4229,15,0.0123775711,66,4229.514984014125,al_qasim
1,4241,3,0.0050727794,33,4241.128387587435,stung
1,4227,17,0.0202270208,5,4227.002957178998,cushion
1,4243,1,0.0011092481,0,4243.0,enlarg
1,4242,2,0.0021077134,0,4242.0,repeat
1,4241,3,0.0071018912,0,4241.0,hate
1,4242,2,0.0021077134,0,4242.0,purifi
1,4242,2,0.0021077134,0,4242.0,jarm
1,4242,2,0.0021077134,0,4242.0,qassiy
1,4242,2,0.0021077134,50,4242.294662090318,insult
1,4241,3,0.0030436677,66,4241.513527032538,loss
1,4242,2,0.0021077134,0,4242.0,wailaka
1,4243,1,0.0011092481,0,4243.0,athhu
1,4241,3,0.0040582235,0,4241.0,week
1,4243,1,0.0011092481,0,4243.0,wala_ddal_lin
1,4240,4,0.0039362872,50,4240.294801072208,aun_bin_abi
1,4242,2,0.0021077134,0,4242.0,prick
1,4243,1,0.0011092481,0,4243.0,al_mughtra_bin_shuba
1,4243,1,0.0022184962,0,4243.0,seizur
1,4243,1,0.0011092481,0,4243.0,old
1,4237,7,0.0064390455,28,4237.09251728116,muzabana
1,4239,5,0.0047958224,20,4239.047180676337,ghaira
1,4240,4,0.0039362872,50,4240.294801072208,tenth
1,4239,5,0.0067141513,20,4239.047180676337,spring
1,4226,18,0.0152321974,50,4226.295777628442,forehead
1,4237,7,0.0064390455,14,4237.02312950968,buath
1,4243,1,0.0011092481,0,4243.0,sura_al_furqan
1,4241,3,0.0050727794,0,4241.0,lima
1,4242,2,0.0021077134,0,4242.0,hisham_bin_urwa
1,4243,1,0.0011092481,0,4243.0,thelsha
1,4243,1,0.0044369925,0,4243.0,hire
1,4243,1,0.0011092481,0,4243.0,al_mubashshirat
1,4223,21,0.0273583380,9,4223.009590327732,veil
1,4233,11,0.0095091946,18,4233.038270556976,haram
1,4240,4,0.0039362872,0,4240.0,whomev
1,4237,7,0.0064390455,42,4237.208161041891,awsuq
1,4243,1,0.0011092481,0,4243.0,muhammad_bin_abu
1,4241,3,0.0030436677,0,4241.0,labaik
1,4243,1,0.0011092481,0,4243.0,disclosur
1,4235,9,0.0106725547,88,4235.914187043925,interv
1,4242,2,0.0021077134,0,4242.0,ataita
1,4243,1,0.0011092481,0,4243.0,hawla
1,4243,1,0.0011092481,0,4243.0,assalihin
1,4221,23,0.0184747200,21,4221.052238482722,oppon
1,4242,2,0.0021077134,50,4242.294662090318,sirar
1,4243,1,0.0011092481,0,4243.0,salima
1,4238,6,0.0056286338,0,4238.0,glorifi
1,4236,8,0.0090377307,25,4236.073771784434,descript
1,4243,1,0.0011092481,0,4243.0,muhammad_bin_abdur_rahman
1,4243,1,0.0011092481,0,4243.0,_bin_affan
1,4221,23,0.0230934000,21,4221.052238482722,trial
1,4242,2,0.0021077134,50,4242.294662090318,for_ibn_umar
1,4226,18,0.0144305028,44,4226.229052003689,al_harith
1,4243,1,0.0011092481,0,4243.0,hubab
1,4243,1,0.0011092481,0,4243.0,arafa
1,4243,1,0.0011092481,0,4243.0,tawni
1,4243,1,0.0011092481,0,4243.0,ameen
1,4064,180,0.0898648969,28,4064.0964555482688,no
1,4239,5,0.0047958224,80,4239.754827817288,sinner
1,4237,7,0.0064390455,42,4237.208161041891,ajwa
1,4242,2,0.0021077134,0,4242.0,merchandis
1,4242,2,0.0042154269,50,4242.294662090318,lineag
1,4240,4,0.0049203590,0,4240.0,advisor
1,4242,2,0.0021077134,0,4242.0,audienc
1,4241,3,0.0040582235,0,4241.0,kin
1,4243,1,0.0022184962,0,4243.0,south
1,4236,8,0.0072301845,25,4236.073771784434,alli
1,4243,1,0.0033277444,0,4243.0,hand_hold
1,4216,28,0.0290131635,21,4216.052300434614,third
1,4242,2,0.0021077134,0,4242.0,al_basri
1,4243,1,0.0011092481,0,4243.0,sumur
1,4243,1,0.0011092481,0,4243.0,muscl
1,4163,81,0.1233955544,41,4163.201892774358,recit
1,4242,2,0.0021077134,0,4242.0,alaina
1,4237,7,0.0064390455,14,4237.02312950968,chanc
1,4242,2,0.0021077134,0,4242.0,twentieth
1,4230,14,0.0116758341,21,4230.052127338386,remain
1,4242,2,0.0021077134,0,4242.0,tihama
1,4242,2,0.0031615701,0,4242.0,exil
1,4232,12,0.0102424493,0,4232.0,alaika
1,4237,7,0.0064390455,28,4237.09251728116,basra
1,4241,3,0.0030436677,0,4241.0,restrict
1,4235,9,0.0080044160,33,4235.128569476965,nay
1,4242,2,0.0021077134,50,4242.294662090318,abdur_rahman_bin_al_qasim
1,4242,2,0.0021077134,0,4242.0,al_audi
1,4237,7,0.0229965912,14,4237.02312950968,their
1,4232,12,0.0102424493,66,4232.514618994245,mamar
1,4239,5,0.0057549869,40,4239.1887195547215,eve
1,4241,3,0.0030436677,66,4241.513527032538,avoid
1,4237,7,0.0064390455,14,4237.02312950968,di
1,4236,8,0.0090377307,25,4236.073771784434,take
1,4226,18,0.0144305028,27,4226.086250894556,sauda
1,4243,1,0.0011092481,0,4243.0,wiser
1,4241,3,0.0030436677,0,4241.0,zahri
1,4243,1,0.0011092481,0,4243.0,betroth
1,4236,8,0.0081339576,12,4236.016997133038,fulfil
1,4243,1,0.0011092481,0,4243.0,ar_roudah
1,4243,1,0.0011092481,0,4243.0,illallahu
1,4236,8,0.0072301845,25,4236.073771784434,climat
1,4243,1,0.0011092481,0,4243.0,wa_l_maghrib
1,4243,1,0.0011092481,0,4243.0,cradl
1,4240,4,0.0039362872,0,4240.0,alllah
1,4230,14,0.0116758341,35,4230.144796576117,muadh_dhin
1,4243,1,0.0011092481,0,4243.0,saht
1,4242,2,0.0021077134,50,4242.294662090318,tuesday
1,4243,1,0.0011092481,0,4243.0,wat_tur_wa_kitabinmastur
1,4242,2,0.0021077134,50,4242.294662090318,were
1,4243,1,0.0033277444,0,4243.0,on_ibn_az_zubair
1,4243,1,0.0011092481,0,4243.0,al_hasba
1,4243,1,0.0011092481,0,4243.0,envi
1,4222,22,0.0302481721,13,4222.020014163836,beauti
1,4243,1,0.0011092481,0,4243.0,nape
1,4242,2,0.0031615701,50,4242.294662090318,notic
1,4241,3,0.0030436677,0,4241.0,ubai_bin_
1,4241,3,0.0050727794,33,4241.128387587435,repay
1,4243,1,0.0011092481,0,4243.0,al_asfar
1,4243,1,0.0011092481,0,4243.0,dhul_qa
1,4242,2,0.0021077134,0,4242.0,dhulkhalasa
1,4235,9,0.0080044160,33,4235.128569476965,ab
1,4242,2,0.0021077134,0,4242.0,firdau
1,4243,1,0.0011092481,0,4243.0,thumama_bin_abdullah_bin_ana
1,4230,14,0.0166797629,28,4230.092670379693,bit
1,4232,12,0.0102424493,8,4232.007561429918,noah
1,4243,1,0.0044369925,0,4243.0,boy_serv
1,4242,2,0.0021077134,50,4242.294662090318,infant
1,4243,1,0.0011092481,0,4243.0,slap
1,4243,1,0.0011092481,0,4243.0,antalghafurrahim
1,4242,2,0.0021077134,0,4242.0,mid_night
1,4242,2,0.0021077134,50,4242.294662090318,honest
1,4240,4,0.0049203590,50,4240.294801072208,figur
1,4243,1,0.0022184962,0,4243.0,strike
1,4225,19,0.0294034307,10,4225.011834302953,ala
1,4224,20,0.0189125279,25,4224.073981359701,behold
1,4243,1,0.0011092481,0,4243.0,qatada_bin_ribi
1,3967,277,0.1205336861,27,3967.0918819709736,quran
1,4243,1,0.0011092481,0,4243.0,muharib_bin_dithar
1,4243,1,0.0011092481,0,4243.0,hubal
1,4091,153,0.1258630277,43,4091.2259776257774,hair
1,4242,2,0.0021077134,50,4242.294662090318,diya
1,4215,29,0.0258753568,27,4215.086475981246,look
1,4240,4,0.0039362872,0,4240.0,al_ashariyin
1,4235,9,0.0088937955,22,4235.057142471634,folk
1,4222,22,0.0170630714,22,4222.057318417172,narrated_ibn_masud
1,4243,1,0.0011092481,0,4243.0,jaun
1,4243,1,0.0011092481,0,4243.0,carriag
1,4242,2,0.0021077134,50,4242.294662090318,older
1,4243,1,0.0011092481,0,4243.0,shin
1,4235,9,0.0106725547,0,4235.0,know
1,4243,1,0.0033277444,0,4243.0,alms_giv
1,4241,3,0.0030436677,66,4241.513527032538,al_bari
1,4243,1,0.0011092481,0,4243.0,date_ston
1,4243,1,0.0011092481,0,4243.0,qital
1,4181,63,0.0400545768,33,4181.130229973709,friday
1,4166,78,0.0698074442,33,4166.130698861954,marriag
1,4210,34,0.0495583580,35,4210.145484422123,smell
1,4243,1,0.0022184962,0,4243.0,draw
1,4243,1,0.0011092481,0,4243.0,yahya_bin_said_bin_al_a
1,4243,1,0.0011092481,0,4243.0,amr_bin_hisham
1,4241,3,0.0040582235,33,4241.128387587435,wrong_doer
1,4239,5,0.0047958224,20,4239.047180676337,destroy
1,4243,1,0.0011092481,0,4243.0,qalaba
1,4239,5,0.0047958224,0,4239.0,as_salamu
1,4243,1,0.0011092481,0,4243.0,awana
1,4227,17,0.0161816166,17,4227.034184862952,desir
1,4217,27,0.0366873371,22,4217.057386377378,fever
1,4235,9,0.0088937955,66,4235.514254491419,suffici
1,4170,74,0.0626401971,20,4170.047961354881,news
1,4240,4,0.0059044308,50,4240.294801072208,fighter
1,3309,935,0.4734178618,27,3309.1101522917,man
1,4240,4,0.0049203590,0,4240.0,besid
1,4240,4,0.0039362872,0,4240.0,__those
1,4234,10,0.0096399494,40,4234.188942406799,kinship
1,4236,8,0.0081339576,75,4236.663899815514,armpit
1,4243,1,0.0011092481,0,4243.0,maqam_lbrahim
1,4242,2,0.0021077134,0,4242.0,deepli
1,4218,26,0.0339160240,19,4218.042792575722,superior
1,4215,29,0.0214395814,44,4215.2296497344005,dhul_hulaifa
1,4242,2,0.0021077134,0,4242.0,rainfal
1,4229,15,0.0173285996,13,4229.019981035795,travel
1,4242,2,0.0042154269,0,4242.0,swore
1,4236,8,0.0072301845,0,4236.0,as_samu
1,4243,1,0.0011092481,0,4243.0,convinc
1,4239,5,0.0047958224,40,4239.1887195547215,samura
1,4238,6,0.0084429508,16,4238.030202818286,exchang
1,4242,2,0.0021077134,0,4242.0,al_luqata
1,3854,390,0.1515318293,28,3854.1017111643537,umar
1,4243,1,0.0011092481,0,4243.0,yadaik
1,4243,1,0.0011092481,0,4243.0,hunai
1,4226,18,0.0160338920,38,4226.17084368344,disbelief
1,4241,3,0.0030436677,0,4241.0,observ
1,4243,1,0.0011092481,0,4243.0,ubaidullah_bin_haf
1,4242,2,0.0021077134,0,4242.0,khalid_bin_
1,4193,51,0.0464907077,29,4193.100284992001,silver
1,4243,1,0.0011092481,0,4243.0,isa_bin_talha
1,4241,3,0.0030436677,33,4241.128387587435,celebr
1,4242,2,0.0021077134,0,4242.0,al_ldhkhir
1,4238,6,0.0075048451,0,4238.0,join
1,4243,1,0.0011092481,0,4243.0,foster_sist
1,4243,1,0.0011092481,0,4243.0,al_bunnani
1,4237,7,0.0073589092,71,4237.594836696873,amus
1,4243,1,0.0011092481,0,4243.0,allah›
1,4243,1,0.0011092481,0,4243.0,maljaa
1,4242,2,0.0042154269,0,4242.0,revenu
1,4231,13,0.0160248546,30,4231.106356498262,symbol
1,4240,4,0.0039362872,0,4240.0,syria
1,4243,1,0.0055462406,0,4243.0,to_ibn_masud
1,4242,2,0.0021077134,0,4242.0,makhzumiya
1,4242,2,0.0021077134,0,4242.0,ubaida_bin_aljarrah
1,4242,2,0.0021077134,0,4242.0,jealousi
1,4243,1,0.0011092481,0,4243.0,ad_dabbi
1,4240,4,0.0039362872,0,4240.0,manat
1,4241,3,0.0030436677,0,4241.0,an_naqir
1,4243,1,0.0011092481,0,4243.0,allah_umma
1,4243,1,0.0055462406,0,4243.0,that_ibn_abb
1,4229,15,0.0123775711,13,4229.019981035795,area
1,4243,1,0.0022184962,0,4243.0,titl
1,4241,3,0.0030436677,0,4241.0,was_salawatu
1,4243,1,0.0011092481,0,4243.0,home_mad
1,4238,6,0.0056286338,0,4238.0,flight
1,4186,58,0.0543395769,43,4186.220849405821,mens
1,4237,7,0.0064390455,14,4237.02312950968,doesnt
1,4243,1,0.0011092481,0,4243.0,aforesaid
1,4243,1,0.0011092481,0,4243.0,tariq
1,4230,14,0.0116758341,7,4230.00579195821,al_khattab
1,4243,1,0.0011092481,0,4243.0,_ibn_al_fadl
1,4242,2,0.0021077134,0,4242.0,deiti
1,4242,2,0.0021077134,0,4242.0,shai
1,4243,1,0.0011092481,0,4243.0,labid_bin_aam
1,4242,2,0.0021077134,50,4242.294662090318,al_aqiq
1,4243,1,0.0011092481,0,4243.0,readi
1,4242,2,0.0021077134,0,4242.0,lakalhamd
1,4241,3,0.0030436677,0,4241.0,amir_bin_luai
1,4241,3,0.0030436677,33,4241.128387587435,offens
1,4239,5,0.0067141513,40,4239.1887195547215,falsehood
1,4216,28,0.0319888725,46,4216.250941298442,rope
1,4242,2,0.0021077134,50,4242.294662090318,aqiq
1,4226,18,0.0208440595,27,4226.086250894556,breast
1,4236,8,0.0099415037,0,4236.0,slander
1,4243,1,0.0011092481,0,4243.0,wa_aimullah
1,4243,1,0.0011092481,0,4243.0,hazim_bin_dinar
1,4243,1,0.0011092481,0,4243.0,al_anasi
1,4242,2,0.0021077134,50,4242.294662090318,passag
1,4243,1,0.0011092481,0,4243.0,bani_ad_dil
1,4243,1,0.0011092481,0,4243.0,al_hum
1,4243,1,0.0011092481,0,4243.0,ibli
1,4243,1,0.0011092481,0,4243.0,al_kadid
1,4236,8,0.0090377307,25,4236.073771784434,cover
1,4224,20,0.0212765938,0,4224.0,nephew
1,4239,5,0.0047958224,0,4239.0,battle_field
1,4243,1,0.0011092481,0,4243.0,ahban_bin_au
1,4243,1,0.0011092481,0,4243.0,scab_bin_yazid
1,4223,21,0.0257950044,23,4223.062632734684,slept
1,4220,24,0.0213976903,29,4220.099643373364,congreg
1,4242,2,0.0021077134,0,4242.0,sahih
1,4242,2,0.0021077134,0,4242.0,mastatatu
1,4238,6,0.0093810564,50,4238.294940185263,that_ibn_umar
1,4243,1,0.0011092481,0,4243.0,yazid_bin_
1,4243,1,0.0011092481,0,4243.0,such_and
1,4241,3,0.0030436677,66,4241.513527032538,abdu
1,4242,2,0.0021077134,0,4242.0,hiqqa
1,4243,1,0.0011092481,0,4243.0,ans_ari
1,4240,4,0.0039362872,0,4240.0,meaner
1,4216,28,0.0245495999,46,4216.250941298442,corner
1,4243,1,0.0011092481,0,4243.0,told_ibn_abba
1,4243,1,0.0011092481,0,4243.0,kabat_ul
1,4243,1,0.0011092481,0,4243.0,alhasan
1,4242,2,0.0021077134,50,4242.294662090318,minhal
1,4242,2,0.0021077134,0,4242.0,hasir
1,4242,2,0.0021077134,0,4242.0,subhanka
1,4240,4,0.0059044308,75,4240.663273592942,put
1,4243,1,0.0011092481,0,4243.0,rahman_bin_abdul
1,4243,1,0.0011092481,0,4243.0,curtail
1,4211,33,0.0267212934,21,4211.052362533622,pleas
1,4243,1,0.0011092481,0,4243.0,almuzdalifa
1,4243,1,0.0011092481,0,4243.0,help_seek
1,4216,28,0.0267813817,25,4216.074121739322,birth
1,4243,1,0.0011092481,0,4243.0,jjar
1,4243,1,0.0011092481,0,4243.0,selfish
1,4243,1,0.0011092481,0,4243.0,khubaid
1,4243,1,0.0011092481,0,4243.0,contact
1,4243,1,0.0011092481,0,4243.0,jawathi
1,4238,6,0.0056286338,16,4238.030202818286,martyrdom
1,4240,4,0.0039362872,0,4240.0,hajj_mabrur
1,4175,69,0.0530013110,21,4175.052814037207,mean
1,4242,2,0.0021077134,0,4242.0,prescrib
1,4243,1,0.0011092481,0,4243.0,yaghfiru_dh_dhunuba
1,4243,1,0.0011092481,0,4243.0,umar_bin_ab
1,4243,1,0.0011092481,0,4243.0,sabah
1,4243,1,0.0011092481,0,4243.0,muqaiyat
1,4243,1,0.0011092481,0,4243.0,al_kabi
1,4219,25,0.0280772726,8,4219.007584728902,tongu
1,4242,2,0.0021077134,0,4242.0,one_eighth
1,4234,10,0.0087635904,60,4234.425108559602,salam
1,4239,5,0.0047958224,0,4239.0,jalil
1,4241,3,0.0050727794,0,4241.0,said_bin_zaid_bin_amr_bin_nufail
1,4240,4,0.0039362872,0,4240.0,balanc
1,4243,1,0.0011092481,0,4243.0,teri
1,4242,2,0.0031615701,50,4242.294662090318,asid
1,4241,3,0.0030436677,33,4241.128387587435,onc
1,4242,2,0.0021077134,0,4242.0,wadi_al_qura
1,4238,6,0.0056286338,0,4238.0,kulli
1,4243,1,0.0011092481,0,4243.0,muawwidhat
1,4242,2,0.0021077134,0,4242.0,jabir_bin_zaid
1,4242,2,0.0021077134,50,4242.294662090318,kunya
1,4222,22,0.0178386656,22,4222.057318417172,sick
1,4239,5,0.0047958224,0,4239.0,ourselv
1,4241,3,0.0030436677,0,4241.0,meccan
1,4243,1,0.0011092481,0,4243.0,where_in
1,4241,3,0.0030436677,33,4241.128387587435,al_muttalib
1,4243,1,0.0011092481,0,4243.0,faithless
1,4241,3,0.0030436677,0,4241.0,walaka_l_hamd
1,4242,2,0.0021077134,50,4242.294662090318,sheep_fold
1,4243,1,0.0011092481,0,4243.0,_ibn_qatan
1,4243,1,0.0011092481,0,4243.0,ash_shajra
1,4240,4,0.0049203590,50,4240.294801072208,outbreak
1,4240,4,0.0039362872,0,4240.0,yaghuth
1,4228,16,0.0130702297,56,4228.370844663462,as_saib_bin_yazid
1,4239,5,0.0057549869,0,4239.0,track
1,4242,2,0.0021077134,0,4242.0,filth
1,4243,1,0.0011092481,0,4243.0,dex
1,4221,23,0.0300214200,30,4221.106608461814,inherit
1,4243,1,0.0011092481,0,4243.0,masiah
1,4242,2,0.0021077134,50,4242.294662090318,compound
1,4235,9,0.0088937955,11,4235.014285690191,fall
1,4243,1,0.0011092481,0,4243.0,_bin_azzubair
1,4242,2,0.0021077134,0,4242.0,huwaiyisa
1,4243,1,0.0011092481,0,4243.0,flict
1,4241,3,0.0030436677,0,4241.0,anas_bin_an_nadr
1,4234,10,0.0087635904,50,4234.295218805604,mule
1,4241,3,0.0050727794,33,4241.128387587435,oppress
1,4200,44,0.0451376970,25,4200.074404102861,sword
1,4243,1,0.0011092481,0,4243.0,baina_l_mashriqi
1,4243,1,0.0011092481,0,4243.0,abi_l_hakam
1,4230,14,0.0150117866,21,4230.052127338386,concern
1,4236,8,0.0072301845,25,4236.073771784434,shaqiq
1,4243,1,0.0011092481,0,4243.0,mania
1,4237,7,0.0082787728,28,4237.09251728116,mix
1,4243,1,0.0011092481,0,4243.0,gap
1,4237,7,0.0064390455,28,4237.09251728116,tarwiya
1,4241,3,0.0040582235,66,4241.513527032538,belt
1,4243,1,0.0011092481,0,4243.0,queen
1,4241,3,0.0030436677,33,4241.128387587435,shaiba_bin_rabia
1,4146,98,0.0916144877,14,4146.023637173334,follow
1,4240,4,0.0039362872,50,4240.294801072208,muisa
1,4243,1,0.0011092481,0,4243.0,al_aasadi
1,4243,1,0.0022184962,0,4243.0,girdl
1,4209,35,0.0300043209,34,4209.137322540095,direct
1,4233,11,0.0095091946,18,4233.038270556976,narrated_ibn_shihab
1,4243,1,0.0011092481,0,4243.0,ubada_bin_a
1,4241,3,0.0030436677,33,4241.128387587435,benevol
1,4231,13,0.0151814412,23,4231.062514310088,comb
1,4241,3,0.0030436677,33,4241.128387587435,wrapped_up
1,4219,25,0.0212476657,24,4219.068262069245,anger
1,4242,2,0.0021077134,50,4242.294662090318,wal_mursalat
1,4242,2,0.0031615701,0,4242.0,mare
1,4241,3,0.0030436677,33,4241.128387587435,kilogram
1,4238,6,0.0084429508,0,4238.0,swear
1,4230,14,0.0133438103,42,4230.208505499463,trouser
1,4216,28,0.0580263269,14,4216.023244717704,ask
1,4220,24,0.0206334871,20,4220.047393098803,teeth
1,4241,3,0.0030436677,66,4241.513527032538,spat
1,4243,1,0.0022184962,0,4243.0,rout
1,4243,1,0.0077647369,0,4243.0,of_ibn_qauq
1,4243,1,0.0011092481,0,4243.0,ordain
1,4231,13,0.0134946144,23,4231.062514310088,advic
1,4243,1,0.0011092481,0,4243.0,bald
1,4243,1,0.0033277444,0,4243.0,sureti
1,4242,2,0.0021077134,0,4242.0,__it
1,4241,3,0.0030436677,33,4241.128387587435,bandana
1,4236,8,0.0072301845,12,4236.016997133038,clan
1,4241,3,0.0050727794,66,4241.513527032538,fright
1,4243,1,0.0011092481,0,4243.0,mahassab
1,3999,245,0.1107022425,33,3999.1361567218487,hadith
1,4224,20,0.0212765938,15,4224.026633438762,slave_girl
1,4205,39,0.0356997490,41,4205.199876343573,yourselv
1,4233,11,0.0095091946,18,4233.038270556976,ghifar
1,4243,1,0.0011092481,0,4243.0,ladhi
1,4166,78,0.0825548906,23,4166.063489674635,wit
1,4209,35,0.0321474866,20,4209.047516956776,bone
1,4240,4,0.0039362872,25,4240.073702189621,forty_six
1,4240,4,0.0039362872,25,4240.073702189621,mulaana
1,4239,5,0.0047958224,0,4239.0,al_ansar
1,4243,1,0.0011092481,0,4243.0,salama_bin_al_aqua
1,4243,1,0.0011092481,0,4243.0,al_mutawakkil
1,4243,1,0.0011092481,0,4243.0,cine
1,4235,9,0.0088937955,22,4235.057142471634,tax
1,4243,1,0.0011092481,0,4243.0,vertebra
1,4243,1,0.0011092481,0,4243.0,a_lamu
1,4243,1,0.0011092481,0,4243.0,urafa
1,4241,3,0.0030436677,0,4241.0,qudhadh
1,4232,12,0.0110959867,33,4232.128660615128,mutton
1,4236,8,0.0135565960,12,4236.016997133038,consent
1,4240,4,0.0039362872,25,4240.073702189621,halqa
1,4243,1,0.0033277444,0,4243.0,one_ey
1,4239,5,0.0076733158,20,4239.047180676337,blow
1,4241,3,0.0030436677,0,4241.0,khubaib
1,4243,1,0.0011092481,0,4243.0,as_sawar
1,3913,331,0.1360043035,35,3913.156526386339,abdullah
1,4241,3,0.0030436677,0,4241.0,sand
1,4237,7,0.0064390455,28,4237.09251728116,ra
1,4236,8,0.0072301845,12,4236.016997133038,abdullah_bin_kab
1,4240,4,0.0039362872,0,4240.0,hebrew
1,4240,4,0.0039362872,25,4240.073702189621,saiyid
1,4243,1,0.0011092481,0,4243.0,humili
1,4243,1,0.0011092481,0,4243.0,abdullah_bin_ubai_bin_saluil
1,4243,1,0.0022184962,0,4243.0,bray
1,4238,6,0.0056286338,0,4238.0,yathrib
1,4243,1,0.0011092481,0,4243.0,intoxic
1,4243,1,0.0011092481,0,4243.0,an_najaishi
1,4234,10,0.0087635904,10,4234.011809147442,sacr
1,4243,1,0.0011092481,0,4243.0,salama_bin_
1,4242,2,0.0021077134,50,4242.294662090318,fateh
1,4243,1,0.0011092481,0,4243.0,talha_bin_musarrif
1,4243,1,0.0011092481,0,4243.0,alright
1,4178,66,0.0415489008,24,4178.068931934944,fatima
1,4236,8,0.0072301845,12,4236.016997133038,al_qasim_bin_muhammad
1,4233,11,0.0103736669,27,4233.086108266639,yesterday
1,4106,138,0.0980189013,34,4106.140767192474,side
1,4240,4,0.0039362872,50,4240.294801072208,bihi
1,4242,2,0.0021077134,50,4242.294662090318,fountain
1,4243,1,0.0011092481,0,4243.0,truth_worthi
1,4238,6,0.0084429508,16,4238.030202818286,cattl
1,4181,63,0.0553134632,39,4181.181890327183,thrice
1,4158,86,0.0718550783,13,4158.02032222066,wealth
1,4243,1,0.0011092481,0,4243.0,forty_thousand
1,4231,13,0.0109643742,30,4231.106356498262,ruqya
1,4240,4,0.0039362872,50,4240.294801072208,al_wada
1,4243,1,0.0011092481,0,4243.0,dhatul_jaish
1,4243,1,0.0011092481,0,4243.0,delicaci
1,4241,3,0.0030436677,0,4241.0,muhammad_bin_jubair_bin_mutim
