global_cluster,global_docs,global_local,global_tf_idf,local_avg,r,signature,theta,word,x,y
zone1,4137,285935.943,4,2859279.43,10.0,514,120.0,allah,-5.0,8.66
zone1,3088,137465.82,4,1374578.20,10.0,659,240.0,apostl,-5.0,-8.66
zone2,2154,67341.977,5,673319.77,20.0,312,0.0,abu,20.0,0.0
zone3,1104,41936.225000000006,7,419222.25,30.0,544,0.0,peopl,30.0,0.0
zone4,741,22732.844,6,227208.44,40.0,316,0.0,man,40.0,0.0
zone4,915,16089.826000000001,7,160758.26,40.0,659,72.0,prayer,12.36,38.04
zone4,856,19975.957000000002,3,199699.57,40.0,518,144.0,aisha,-32.36,23.51
zone4,732,11728.361,5,117183.61,40.0,318,216.0,day,-32.36,-23.51
zone4,973,15438.072,4,154300.72,40.0,748,288.0,huraira,12.36,-38.04
zone5,373,7311.0,3,73050.00,50.0,411,0.0,hand,50.0,0.0
zone5,343,4455.804,3,44498.04,50.0,663,72.0,person,15.45,47.55
zone5,403,3718.907,2,37149.07,50.0,1742,144.0,narrated_ibn_abba,-40.45,29.39
zone5,401,5596.871,2,55928.71,50.0,304,216.0,ana,-40.45,-29.39
zone5,347,5365.637000000001,2,53616.37,50.0,1448,288.0,anas_bin_malik,15.45,-47.55
zone6,304,7542.0869999999995,2,75380.87,60.0,663,0.0,muslim,60.0,0.0
zone6,329,3637.5910000000003,3,36315.91,60.0,431,36.0,time,48.54,35.27
zone6,330,4618.811000000001,3,46128.11,60.0,538,72.0,night,18.54,57.06
zone6,309,25830.381,2,258263.81,60.0,437,108.0,umar,-18.54,57.06
zone6,286,6153.330000000001,2,61493.30,60.0,829,144.0,abdullah,-48.54,35.27
zone6,272,3643.6730000000007,3,36376.73,60.0,634,180.0,father,-60.0,0.0
zone6,291,11.455,2,74.55,60.0,333,216.0,vers,-48.54,-35.27
zone6,325,4938.360000000001,2,49343.60,60.0,622,252.0,medina,-18.54,-57.06
zone6,269,2436.206,2,24322.06,60.0,1789,288.0,narrated_ibn_umar,18.54,-57.06
zone6,283,22168.003,2,221640.03,60.0,416,324.0,bakr,48.54,-35.27
zone7,240,5612.51,2,56085.10,70.0,505,0.0,mecca,70.0,0.0
zone7,227,2647.201,2,26432.01,70.0,565,22.5,mosqu,64.67,26.79
zone7,215,11954.035000000002,2,119500.35,70.0,433,45.0,lord,49.5,49.5
zone7,238,3978.592,2,39745.92,70.0,551,67.5,quran,26.79,64.67
zone7,202,3263.9130000000005,3,32579.13,70.0,417,90.0,said,0.0,70.0
zone7,242,5412.692,3,54066.92,70.0,964,112.5,companion,-26.79,64.67
zone7,214,2273.2540000000004,2,22692.54,70.0,538,135.0,thing,-49.5,49.5
zone7,220,4105.573,2,41015.73,70.0,842,157.5,muhammad,-64.67,26.79
zone7,225,3236.039,2,32320.39,70.0,1769,180.0,abdullah_bin_umar,-70.0,0.0
zone7,236,3424.7720000000004,3,34187.72,70.0,517,202.5,place,-64.67,-26.79
zone7,205,2330.394,2,23263.94,70.0,626,225.0,hadith,-49.5,-49.5
zone7,267,6.0,3,0.00,70.0,332,247.5,hous,-26.79,-64.67
zone7,234,4.0,2,0.00,70.0,625,270.0,paradis,0.0,-70.0
zone7,224,2114.9230000000002,2,21109.23,70.0,320,292.5,men,26.79,-64.67
zone7,267,5656.452,4,56484.52,70.0,547,315.0,water,49.5,-49.5
zone7,248,3403.574,2,33995.74,70.0,427,337.5,wife,64.67,-26.79
zone8,149,2616.313,1,26143.13,80.0,531,0.0,rakat,80.0,0.0
zone8,141,1558.43,2,15544.30,80.0,402,12.0,deed,78.25,16.63
zone8,177,1949.119,2,19451.19,80.0,546,24.0,woman,73.08,32.54
zone8,149,2000.414,2,19964.14,80.0,631,36.0,believ,64.72,47.02
zone8,149,1503.957,2,14999.57,80.0,540,48.0,order,53.53,59.45
zone8,168,2012.8080000000002,2,20088.08,80.0,437,60.0,till,40.0,69.28
zone8,153,1082.108,2,10781.08,80.0,439,72.0,part,24.72,76.08
zone8,143,2441.5750000000003,1,24395.75,80.0,410,84.0,bani,8.36,79.56
zone8,144,4904.375,2,49003.75,80.0,885,96.0,properti,-8.36,79.56
zone8,165,1832.718,2,18287.18,80.0,535,108.0,battl,-24.72,76.08
zone8,144,3055.1830000000004,2,30511.83,80.0,318,120.0,him,-40.0,69.28
zone8,135,1562.266,2,15582.66,80.0,643,132.0,period,-53.53,59.45
zone8,178,2980.364,2,29763.64,80.0,1852,144.0,jabir_bin_abdullah,-64.72,47.02
zone8,140,1050.54,1,10485.40,80.0,221,156.0,no,-73.08,32.54
zone8,171,2723.357,2,27193.57,80.0,534,168.0,islam,-78.25,16.63
zone8,150,2377.8630000000003,2,23738.63,80.0,550,180.0,women,-80.0,0.0
zone8,189,2504.376,2,25003.76,80.0,402,192.0,head,-78.25,-16.63
zone8,141,1420.5600000000002,2,14165.60,80.0,432,204.0,none,-73.08,-32.54
zone8,179,3432.847,2,34288.47,80.0,336,216.0,son,-64.72,-47.02
zone8,166,1871.112,2,18671.12,80.0,991,228.0,resurrect,-53.53,-59.45
zone8,171,4046.5650000000005,2,40425.65,80.0,422,240.0,fire,-40.0,-69.28
zone8,172,4926.464,2,49224.64,80.0,226,252.0,um,-24.72,-76.08
zone8,173,1970.286,2,19662.86,80.0,539,264.0,slave,-8.36,-79.56
zone8,158,9496.541000000001,3,94905.41,80.0,514,276.0,camel,8.36,-79.56
zone8,176,1821.652,2,18176.52,80.0,656,288.0,someth,24.72,-76.08
zone8,145,6786.557000000001,1,67845.57,80.0,310,300.0,ali,40.0,-69.28
zone8,172,4179.758000000001,2,41757.58,80.0,399,312.0,kaba,53.53,-59.45
zone8,154,4012.074,1,40100.74,80.0,413,324.0,hajj,64.72,-47.02
zone8,135,1603.842,2,15998.42,80.0,414,336.0,date,73.08,-32.54
zone8,144,1664.1390000000001,2,16601.39,80.0,518,348.0,death,78.25,-16.63
zone9,68,940.414,1,9384.14,90.0,553,0.0,stone,90.0,0.0
zone9,86,797.548,1,7955.48,90.0,532,3.46,earth,89.84,5.43
zone9,109,2179.225,1,21772.25,90.0,520,6.92,jabir,89.34,10.85
zone9,83,1126.523,1,11245.23,90.0,1975,10.38,umar_bin_al_khattab,88.53,16.22
zone9,110,993.9190000000001,2,9899.19,90.0,645,13.85,reward,87.38,21.54
zone9,113,2289.2630000000004,2,22852.63,90.0,655,17.31,mother,85.92,26.78
zone9,73,917.288,1,9152.88,90.0,538,20.77,divin,84.15,31.91
zone9,94,4168.273,2,41642.73,90.0,519,24.23,angel,82.07,36.94
zone9,73,1250.3220000000001,1,12483.22,90.0,424,27.69,food,79.69,41.83
zone9,79,810.734,1,8087.34,90.0,893,31.15,_ibn_abba,77.02,46.56
zone9,75,1078.383,1,10763.83,90.0,981,34.62,statement,74.07,51.13
zone9,76,17185.632,1,171836.32,90.0,726,38.08,gabriel,70.85,55.5
zone9,116,1639.0720000000001,2,16350.72,90.0,550,41.54,month,67.37,59.68
zone9,87,1339.8270000000002,1,13378.27,90.0,724,45.0,ramadan,63.64,63.64
zone9,69,2242.474,1,22404.74,90.0,662,48.46,sufyan,59.68,67.37
zone9,94,1691.28,1,16892.80,90.0,626,51.92,famili,55.5,70.85
zone9,123,1257.7200000000003,1,12557.20,90.0,326,55.38,asr,51.13,74.07
zone9,116,1532.796,2,15287.96,90.0,534,58.85,tribe,46.56,77.02
zone9,82,1200.508,1,11985.08,90.0,446,62.31,hour,41.83,79.69
zone9,89,1561.036,2,15570.36,90.0,330,65.77,sin,36.94,82.07
zone9,123,1179.986,1,11779.86,90.0,549,69.23,anyon,31.91,84.15
zone9,74,639.105,1,6371.05,90.0,415,72.69,bath,26.78,85.92
zone9,119,1208.2549999999999,1,12062.55,90.0,850,76.15,somebodi,21.54,87.38
zone9,118,1440.464,2,14364.64,90.0,542,79.62,right,16.22,88.53
zone9,78,1299.047,1,12970.47,90.0,620,83.08,qatada,10.85,89.34
zone9,97,811.974,1,8099.74,90.0,553,86.54,front,5.43,89.84
zone9,71,788.7640000000001,2,7847.64,90.0,895,90.0,prostrat,0.0,90.0
zone9,70,747.6850000000001,1,7456.85,90.0,457,93.46,zuhr,-5.43,89.84
zone9,70,1010.265,1,10082.65,90.0,508,96.92,adhan,-10.85,89.34
zone9,134,4740.778,1,47387.78,90.0,421,100.38,hell,-16.22,88.53
zone9,83,961.905,1,9599.05,90.0,342,103.85,sun,-21.54,87.38
zone9,78,737.498,1,7354.98,90.0,670,107.31,pulpit,-26.78,85.92
zone9,106,1392.7060000000001,1,13907.06,90.0,548,110.77,anyth,-31.91,84.15
zone9,82,811.665,1,8096.65,90.0,419,114.23,fajr,-36.94,82.07
zone9,114,1026.234,2,10222.34,90.0,322,117.69,one,-41.83,79.69
zone9,69,928.9700000000001,1,9269.70,90.0,421,121.15,isha,-46.56,77.02
zone9,96,745.0250000000001,1,7430.25,90.0,538,124.62,cloth,-51.13,74.07
zone9,114,1566.5590000000002,1,15645.59,90.0,327,128.08,may,-55.5,70.85
zone9,130,2911.385,1,29093.85,90.0,438,131.54,musa,-59.68,67.37
zone9,119,3032.166,1,30301.66,90.0,326,135.0,jew,-63.64,63.64
zone9,112,1167.1950000000002,1,11651.95,90.0,444,138.46,morn,-67.37,59.68
zone9,111,2308.837,1,23068.37,90.0,623,141.92,salama,-70.85,55.5
zone9,97,1371.7350000000001,2,13677.35,90.0,417,145.38,name,-74.07,51.13
zone9,130,1839.5860000000002,2,18355.86,90.0,433,148.85,year,-77.02,46.56
zone9,88,1356.7820000000002,1,13547.82,90.0,437,152.31,dont,-79.69,41.83
zone9,79,1331.7610000000002,1,13297.61,90.0,414,155.77,nafi,-82.07,36.94
zone9,70,1187.9040000000002,1,11859.04,90.0,415,159.23,meal,-84.15,31.91
zone9,80,1393.513,1,13915.13,90.0,1239,162.69,sahl_bin_sad,-85.92,26.78
zone9,107,927.3770000000001,1,9253.77,90.0,648,166.15,narrat,-87.38,21.54
zone9,91,1068.713,1,10667.13,90.0,940,169.62,_ibn_umar,-88.53,16.22
zone9,94,1140.101,1,11381.01,90.0,211,173.08,do,-89.34,10.85
zone9,79,564.7760000000001,1,5627.76,90.0,422,176.54,kind,-89.84,5.43
zone9,72,582.089,1,5800.89,90.0,750,180.0,garment,-90.0,0.0
zone9,107,1232.181,2,12281.81,90.0,337,183.46,way,-89.84,-5.43
zone9,131,1744.6860000000001,1,17426.86,90.0,947,186.92,al_khudri,-89.34,-10.85
zone9,78,776.294,1,7742.94,90.0,743,190.38,compani,-88.53,-16.22
zone9,122,1071.316,2,10673.16,90.0,536,193.85,ablut,-87.38,-21.54
zone9,109,1018.2940000000001,2,10142.94,90.0,546,197.31,other,-85.92,-26.78
zone9,78,998.0190000000001,1,9960.19,90.0,535,200.77,satan,-84.15,-31.91
zone9,93,1458.142,2,14541.42,90.0,533,204.23,sheep,-82.07,-36.94
zone9,114,2.0,1,0.00,90.0,313,207.69,caus,-79.69,-41.83
zone9,81,2969.639,1,29676.39,90.0,522,211.15,talha,-77.02,-46.56
zone9,100,960.0620000000001,1,9580.62,90.0,780,214.62,journey,-74.07,-51.13
zone9,134,1243.161,2,12391.61,90.0,399,218.08,face,-70.85,-55.5
zone9,92,1732.1419999999998,1,17301.42,90.0,421,221.54,side,-67.37,-59.68
zone9,69,735.986,1,7339.86,90.0,205,225.0,al,-63.64,-63.64
zone9,77,1083.066,1,10810.66,90.0,423,228.46,meat,-59.68,-67.37
zone9,70,1172.415,1,11704.15,90.0,427,231.92,book,-55.5,-70.85
zone9,75,2802.347,1,28003.47,90.0,653,235.38,uthman,-51.13,-74.07
zone9,105,1512.7830000000001,1,15107.83,90.0,305,238.85,did,-46.56,-77.02
zone9,82,1622.946,1,16209.46,90.0,771,242.31,permiss,-41.83,-79.69
zone9,109,3289.4610000000002,2,32854.61,90.0,443,245.77,wive,-36.94,-82.07
zone9,133,2577.3320000000003,1,25753.32,90.0,533,249.23,ansar,-31.91,-84.15
zone9,84,758.1590000000001,1,7561.59,90.0,417,252.69,piec,-26.78,-85.92
zone9,83,4.0,2,0.00,90.0,329,256.15,hors,-21.54,-87.38
zone9,88,572.7470000000001,1,5707.47,90.0,414,259.62,bodi,-16.22,-88.53
zone9,78,1189.8690000000001,1,11878.69,90.0,706,263.08,al_bara,-10.85,-89.34
zone9,69,500.134,1,4981.34,90.0,552,266.54,world,-5.43,-89.84
zone9,124,1363.14,1,13611.40,90.0,429,270.0,bint,0.0,-90.0
zone9,72,2207.0,1,22050.00,90.0,312,273.46,sad,5.43,-89.84
zone9,75,568.683,1,5666.83,90.0,441,276.92,noth,10.85,-89.34
zone9,104,917.692,2,9136.92,90.0,420,280.38,hair,16.22,-88.53
zone9,72,1185.1370000000002,2,11811.37,90.0,432,283.85,tree,21.54,-87.38
zone9,74,947.939,1,9459.39,90.0,552,287.31,money,26.78,-85.92
zone9,99,3326.488,1,33244.88,90.0,437,290.77,umra,31.91,-84.15
zone9,99,1026.7069999999999,2,10227.07,90.0,740,294.23,chariti,36.94,-82.07
zone9,102,1477.736,2,14737.36,90.0,758,297.69,brother,41.83,-79.69
zone9,95,1460.246,1,14582.46,90.0,409,301.15,badr,46.56,-77.02
zone9,75,1229.722,1,12277.22,90.0,557,304.62,group,51.13,-74.07
zone9,91,1908.8380000000002,2,19048.38,90.0,521,308.08,dream,55.5,-70.85
zone9,94,1796.8270000000002,2,17928.27,90.0,741,311.54,husband,59.68,-67.37
zone9,80,986.46,3,9804.60,90.0,430,315.0,fast,63.64,-63.64
zone9,93,1429.964,1,14279.64,90.0,438,318.46,uhud,67.37,-59.68
zone9,80,839.5459999999999,1,8375.46,90.0,421,321.92,anim,70.85,-55.5
zone9,99,3073.621,1,30716.21,90.0,529,325.38,ihram,74.07,-51.13
zone9,84,1116.478,2,11124.78,90.0,415,328.85,land,77.02,-46.56
zone9,75,799.6930000000001,2,7956.93,90.0,536,332.31,drink,79.69,-41.83
zone9,102,1582.1480000000001,2,15781.48,90.0,852,335.77,daughter,82.07,-36.94
zone9,69,936.868,1,9348.68,90.0,545,339.23,state,84.15,-31.91
zone9,93,2332.1110000000003,1,23301.11,90.0,531,342.69,tawaf,85.92,-26.78
zone9,72,923.9350000000001,1,9219.35,90.0,430,346.15,girl,87.38,-21.54
zone9,92,1511.7930000000001,2,15077.93,90.0,410,349.62,ladi,88.53,-16.22
zone9,90,1739.0770000000002,2,17350.77,90.0,428,353.08,oath,89.34,-10.85
zone9,69,550.067,1,5480.67,90.0,190,356.54,__,89.84,-5.43
zone10,62,1653.8150000000003,1,16518.15,100.0,539,0.0,zakat,100.0,0.0
zone10,61,7283.37,1,72813.70,100.0,631,18.95,heaven,94.58,32.47
zone10,67,1230.617,1,12286.17,100.0,841,37.89,children,78.91,61.42
zone10,65,1390.223,1,13882.23,100.0,516,56.84,bilal,54.69,83.72
zone10,66,1406.268,1,14042.68,100.0,722,75.79,khaibar,24.55,96.94
zone10,67,664.287,1,6622.87,100.0,528,94.74,merci,-8.26,99.66
zone10,62,566.527,1,5645.27,100.0,428,113.68,holi,-40.17,91.58
zone10,62,726.796,1,7247.96,100.0,938,132.63,al_ansari,-67.73,73.57
zone10,61,3095.33,1,30933.30,100.0,716,151.58,abraham,-87.95,47.59
zone10,63,1125.5600000000002,1,11235.60,100.0,205,170.53,id,-98.64,16.46
zone10,66,585.787,1,5837.87,100.0,433,189.47,sign,-98.64,-16.46
zone10,67,987.0260000000001,1,9850.26,100.0,875,208.42,mountain,-87.95,-47.59
zone10,63,1138.403,1,11364.03,100.0,638,227.37,ansari,-67.73,-73.57
zone10,63,887.7,1,8857.00,100.0,659,246.32,follow,-40.17,-91.58
zone10,61,17807.971,1,178059.71,100.0,436,265.26,mose,-8.26,-99.66
zone10,61,1159.3100000000002,2,11553.10,100.0,330,284.21,boy,24.55,-96.94
zone10,65,2.0,1,0.00,100.0,987,303.16,intercours,54.69,-83.72
zone10,62,492.64200000000005,1,4906.42,100.0,323,322.11,eye,78.91,-61.42
zone10,63,994.7270000000001,1,9927.27,100.0,519,341.05,pagan,94.58,-32.47
zone11,56,1382.4430000000002,1,13804.43,110.0,622,0.0,allegi,110.0,0.0
zone11,57,1318.9250000000002,1,13169.25,110.0,826,11.25,hudhaifa,107.89,21.46
zone11,60,503.937,1,5019.37,110.0,412,22.5,call,101.63,42.1
zone11,55,650.57,1,6485.70,110.0,730,33.75,maghrib,91.46,61.11
zone11,60,1241.8670000000002,1,12398.67,110.0,742,45.0,bedouin,77.78,77.78
zone11,55,437.52,1,4355.20,110.0,417,56.25,mean,61.11,91.46
zone11,59,429.187,1,4271.87,110.0,444,67.5,word,42.1,101.63
zone11,55,433.657,1,4316.57,110.0,649,78.75,number,21.46,107.89
zone11,57,757.582,1,7555.82,110.0,433,90.0,voic,0.0,110.0
zone11,60,1449.7910000000002,2,14457.91,110.0,216,101.25,wa,-21.46,107.89
zone11,58,738.849,1,7368.49,110.0,534,112.5,salim,-42.1,101.63
zone11,55,972.0709999999999,1,9700.71,110.0,1870,123.75,abdullah_bin_masud,-61.11,91.46
zone11,58,857.797,1,8557.97,110.0,857,135.0,religion,-77.78,77.78
zone11,57,703.941,1,7019.41,110.0,637,146.25,takbir,-91.46,61.11
zone11,56,608.4970000000001,2,6044.97,110.0,535,157.5,recit,-101.63,42.1
zone11,55,1449.6970000000001,2,14456.97,110.0,516,168.75,child,-107.89,21.46
zone11,54,568.188,1,5661.88,110.0,768,180.0,whoever,-110.0,0.0
zone11,57,663.5210000000001,1,6615.21,110.0,533,191.25,grave,-107.89,-21.46
zone11,58,1516.4350000000002,1,15144.35,110.0,639,202.5,friday,-101.63,-42.1
zone11,59,401.86300000000006,1,3998.63,110.0,860,213.75,sub_narr,-91.46,-61.11
zone11,60,455.128,1,4531.28,110.0,416,225.0,life,-77.78,-77.78
zone11,57,532.875,1,5308.75,110.0,531,236.25,share,-61.11,-91.46
zone11,60,728.515,1,7265.15,110.0,735,247.5,hereaft,-42.1,-101.63
zone11,56,1403.763,1,14017.63,110.0,406,258.75,hadi,-21.46,-107.89
zone11,59,2.0,1,0.00,110.0,632,270.0,sacrific,0.0,-110.0
zone11,56,1092.66,1,10906.60,110.0,429,281.25,milk,21.46,-107.89
zone11,59,1153.705,1,11517.05,110.0,626,292.5,fatima,42.1,-101.63
zone11,57,392.5,1,3905.00,110.0,531,303.75,price,61.11,-91.46
zone11,54,733.176,1,7311.76,110.0,663,315.0,punish,77.78,-77.78
zone11,57,970.267,1,9682.67,110.0,625,326.25,garden,91.46,-61.11
zone11,55,491.411,1,4894.11,110.0,422,337.5,gold,101.63,-42.1
zone11,57,715.8020000000001,1,7138.02,110.0,340,348.75,wit,107.89,-21.46
zone12,52,1669.1450000000002,1,16671.45,120.0,524,0.0,pledg,120.0,0.0
zone12,53,556.342,1,5543.42,120.0,444,9.23,pray,118.45,19.25
zone12,49,1482.9620000000002,1,14809.62,120.0,532,18.46,emigr,113.82,38.0
zone12,48,352.12,1,3501.20,120.0,425,27.69,home,106.25,55.77
zone12,51,542.008,1,5400.08,120.0,420,36.92,feet,95.93,72.09
zone12,53,531.984,1,5299.84,120.0,521,46.15,qibla,83.13,86.54
zone12,51,494.07,1,4920.70,120.0,657,55.38,someon,68.17,98.76
zone12,50,682.6800000000001,1,6806.80,120.0,415,64.62,raka,51.44,108.41
zone12,48,649.191,1,6471.91,120.0,463,73.85,your,33.39,115.26
zone12,51,4253.4980000000005,1,42514.98,120.0,447,83.08,urwa,14.46,119.13
zone12,52,482.26400000000007,1,4802.64,120.0,537,92.31,sheet,-4.83,119.9
zone12,50,654.707,1,6527.07,120.0,300,101.54,abi,-24.0,117.57
zone12,51,502.169,1,5001.69,120.0,660,110.77,sermon,-42.55,112.2
zone12,51,2902.9150000000004,1,29009.15,120.0,515,120.0,hafsa,-60.0,103.92
zone12,48,287.795,1,2857.95,120.0,301,129.23,age,-75.89,92.95
zone12,52,903.5830000000001,1,9015.83,120.0,537,138.46,bless,-89.82,79.57
zone12,51,296.863,1,2948.63,120.0,542,147.69,doubt,-101.42,64.14
zone12,53,370.67,1,3686.70,120.0,870,156.92,shoulder,-110.4,47.04
zone12,52,464.916,1,4629.16,120.0,401,166.15,back,-116.51,28.72
zone12,50,1045.508,1,10435.08,120.0,445,175.38,news,-119.61,9.66
zone12,51,766.223,1,7642.23,120.0,443,184.62,sura,-119.61,-9.66
zone12,48,687.348,1,6853.48,120.0,418,193.85,asma,-116.51,-28.72
zone12,50,351.8,1,3498.00,120.0,746,203.08,lifetim,-110.4,-47.04
zone12,53,434.19399999999996,1,4321.94,120.0,532,212.31,shall,-101.42,-64.14
zone12,50,1915.0110000000002,1,19130.11,120.0,415,221.54,debt,-89.82,-79.57
zone12,51,383.01500000000004,1,3810.15,120.0,557,230.77,mouth,-75.89,-92.95
zone12,49,605.893,1,6038.93,120.0,421,240.0,mina,-60.0,-103.92
zone12,50,824.9270000000001,1,8229.27,120.0,1652,249.23,abdullah_bin_amr,-42.55,-112.2
zone12,50,912.832,1,9108.32,120.0,532,258.46,heart,-24.0,-117.57
zone12,49,295.902,1,2939.02,120.0,528,267.69,blood,-4.83,-119.9
zone12,48,716.611,1,7146.11,120.0,526,276.92,enemi,14.46,-119.13
zone12,49,455.478,1,4534.78,120.0,543,286.15,ignor,33.39,-115.26
zone12,52,526.895,1,5248.95,120.0,412,295.38,case,51.44,-108.41
zone12,48,478.9390000000001,1,4769.39,120.0,645,304.62,wealth,68.17,-98.76
zone12,49,798.9430000000001,1,7969.43,120.0,652,313.85,master,83.13,-86.54
zone12,49,450.11800000000005,1,4481.18,120.0,536,323.08,relat,95.93,-72.09
zone12,52,853.6590000000001,1,8516.59,120.0,425,332.31,sham,106.25,-55.77
zone12,52,1745.982,1,17439.82,120.0,403,341.54,adam,113.82,-38.0
zone12,53,632.633,1,6306.33,120.0,739,350.77,marriag,118.45,-19.25
zone13,42,605.582,1,6035.82,130.0,661,0.0,inspir,130.0,0.0
zone13,44,1291.388,1,12893.88,130.0,314,9.47,lie,128.23,21.4
zone13,47,1049.9370000000001,1,10479.37,130.0,729,18.95,afflict,122.96,42.21
zone13,43,369.20000000000005,1,3672.00,130.0,314,28.42,dog,114.33,61.87
zone13,41,409.083,1,4070.83,130.0,441,37.89,moon,102.59,79.85
zone13,47,2.0,1,0.00,130.0,428,47.37,prais,88.05,95.64
zone13,47,471.8140000000001,1,4698.14,130.0,649,56.84,nation,71.1,108.83
zone13,41,491.344,1,4893.44,130.0,647,66.32,exampl,52.22,119.05
zone13,41,465.13300000000004,1,4631.33,130.0,555,75.79,arrow,31.91,126.02
zone13,42,482.3140000000001,1,4803.14,130.0,328,85.26,bow,10.74,129.56
zone13,44,389.235,1,3872.35,130.0,635,94.74,nobodi,-10.74,129.56
zone13,42,548.058,1,5460.58,130.0,343,104.21,sky,-31.91,126.02
zone13,41,411.637,1,4096.37,130.0,230,113.68,my,-52.22,119.05
zone13,45,489.286,1,4872.86,130.0,521,123.16,iqama,-71.1,108.83
zone13,45,465.10400000000004,1,4631.04,130.0,635,132.63,finger,-88.05,95.64
zone13,44,646.8600000000001,1,6448.60,130.0,653,142.11,matter,-102.59,79.85
zone13,43,349.69800000000004,1,3476.98,130.0,550,151.58,whose,-114.33,61.87
zone13,47,539.1170000000001,1,5371.17,130.0,420,161.05,imam,-122.96,42.21
zone13,47,382.079,1,3800.79,130.0,657,170.53,toward,-128.23,21.4
zone13,47,1196.5040000000001,1,11945.04,130.0,524,180.0,talib,-130.0,0.0
zone13,45,935.191,1,9331.91,130.0,511,189.47,chief,-128.23,-21.4
zone13,46,684.671,1,6826.71,130.0,744,198.95,maimuna,-122.96,-42.21
zone13,46,705.407,1,7034.07,130.0,559,208.42,surat,-114.33,-61.87
zone13,41,278.733,1,2767.33,130.0,432,217.89,wall,-102.59,-79.85
zone13,42,674.419,1,6724.19,130.0,1631,227.37,al_bara_bin_azib,-88.05,-95.64
zone13,46,544.9630000000001,1,5429.63,130.0,522,236.84,cloak,-71.1,-108.83
zone13,45,1977.536,1,19755.36,130.0,859,246.32,knowledg,-52.22,-119.05
zone13,43,511.3,1,5093.00,130.0,334,255.79,who,-31.91,-126.02
zone13,42,1072.641,1,10706.41,130.0,567,265.26,truth,-10.74,-129.56
zone13,47,521.103,1,5191.03,130.0,330,274.74,war,10.74,-129.56
zone13,46,1214.3190000000002,1,12123.19,130.0,1252,284.21,abdur_rahman,31.91,-126.02
zone13,41,331.48400000000004,1,3294.84,130.0,299,293.68,bed,52.22,-119.05
zone13,47,793.0550000000001,1,7910.55,130.0,212,303.16,sa,71.1,-108.83
zone13,46,1004.1010000000001,1,10021.01,130.0,629,312.63,zainab,88.05,-95.64
zone13,41,549.3290000000001,1,5473.29,130.0,541,322.11,booti,102.59,-79.85
zone13,42,4247.556,1,42455.56,130.0,417,331.58,gate,114.33,-61.87
zone13,41,250.958,1,2489.58,130.0,554,341.05,ruler,122.96,-42.21
zone13,47,287.56,1,2855.60,130.0,314,350.53,eat,128.23,-21.4
zone14,36,829.998,1,8279.98,140.0,888,0.0,question,140.0,0.0
zone14,40,936.9450000000002,1,9349.45,140.0,742,6.79,anybodi,139.02,16.56
zone14,40,623.8050000000001,1,6218.05,140.0,538,13.58,masud,136.08,32.88
zone14,35,503.57700000000006,1,5015.77,140.0,520,20.38,abdul,131.24,48.75
zone14,37,409.697,1,4076.97,140.0,436,27.17,door,124.55,63.93
zone14,35,316.288,1,3142.88,140.0,1101,33.96,compulsori,116.12,78.21
zone14,37,534.066,1,5320.66,140.0,512,40.75,jihad,106.05,91.4
zone14,37,291.579,1,2895.79,140.0,440,47.55,foot,94.5,103.3
zone14,37,558.589,1,5565.89,140.0,666,54.34,sister,81.62,113.75
zone14,36,515.994,1,5139.94,140.0,1632,61.13,abdullah_bin_abi,67.59,122.6
zone14,40,532.712,1,5307.12,140.0,344,67.92,row,52.62,129.74
zone14,36,278.0,1,2760.00,140.0,742,74.72,practic,36.9,135.05
zone14,40,535.148,1,5331.48,140.0,946,81.51,allahumma,20.67,138.47
zone14,36,337.347,1,3353.47,140.0,639,88.3,thrice,4.15,139.94
zone14,34,360.90000000000003,1,3589.00,140.0,761,95.09,amongst,-12.43,139.45
zone14,35,306.231,1,3042.31,140.0,644,101.89,market,-28.84,137.0
zone14,35,513.344,1,5113.44,140.0,780,108.68,worship,-44.84,132.63
zone14,40,514.9350000000001,1,5129.35,140.0,312,115.47,leg,-60.21,126.39
zone14,36,417.211,1,4152.11,140.0,321,122.26,ill,-74.74,118.38
zone14,40,366.96700000000004,1,3649.67,140.0,949,129.06,so_and_so,-88.21,108.71
zone14,40,361.099,1,3590.99,140.0,524,135.85,faith,-100.45,97.52
zone14,39,573.124,1,5711.24,140.0,1722,142.64,abdullah_bin_abba,-111.28,84.95
zone14,35,260.135,1,2581.35,140.0,779,149.43,portion,-120.55,71.19
zone14,37,567.217,1,5652.17,140.0,513,156.23,bakra,-128.12,56.44
zone14,35,290.139,1,2881.39,140.0,417,163.02,neck,-133.9,40.89
zone14,35,352.443,1,3504.43,140.0,199,169.81,be,-137.79,24.76
zone14,40,652.687,1,6506.87,140.0,537,176.6,refug,-139.75,8.29
zone14,36,676.5390000000001,1,6745.39,140.0,701,183.4,ad_dajj,-139.75,-8.29
zone14,36,818.1170000000001,1,8161.17,140.0,421,190.19,wala,-137.79,-24.76
zone14,34,175.454,1,1734.54,140.0,639,196.98,barley,-133.9,-40.89
zone14,35,589.217,1,5872.17,140.0,623,203.77,arafat,-128.12,-56.44
zone14,37,500.63800000000003,1,4986.38,140.0,767,210.57,process,-120.55,-71.19
zone14,36,675.6060000000001,1,6736.06,140.0,563,217.36,mount,-111.28,-84.95
zone14,34,1565.544,1,15635.44,140.0,967,224.15,az_zubair,-100.45,-97.52
